Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,TRISS Measure ID,Survey Question,Answer Description,Patient Survey Star Rating,Patient Survey Star Rating Footnote,Answer Percent,Answer Percent Footnote,Number of Completed Surveys,Number of Completed Surveys Footnote,Survey Response Rate,Survey Response Rate Footnote,Measure Start Date,Measure End Date
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,85,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,5,,Not Applicable,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""Always"" well controlled",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_COMP_4_STAR_RATING,Pain management - star rating,Pain management - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,81,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,5,,Not Applicable,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,4,,Not Applicable,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,93,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,68,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,5,,Not Applicable,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,83,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,5,,Not Applicable,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,69,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4,,Not Applicable,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,85,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,4,,Not Applicable,,844,,49%,,7/1/2016,6/30/2017
25039F,"81ST MEDICAL GROUP, KEESLER","301 FISHER STREET, ROOM 1A132",KEESLER AFB,MS,39534,HARRISON,(228) 377-6393,H_STAR_RATING,Summary star rating,Summary star rating,5,,Not Applicable,,844,,49%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,78,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,4,,Not Applicable,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,86,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,90,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,5,,Not Applicable,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,79,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,4,,Not Applicable,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""Always"" well controlled",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_4_STAR_RATING,Pain management - star rating,Pain management - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,76,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,5,,Not Applicable,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,89,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,63,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,70,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3,,Not Applicable,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,71,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4,,Not Applicable,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,74,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3,,Not Applicable,,550,,36%,,7/1/2016,6/30/2017
26002F,"GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL, FT. LEONARD WOOD",126 MISSOURI AVENUE,FORT LEONARD WOOD,MO,65473,PULASKI,(573) 596-0035,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,550,,36%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,71,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2,,Not Applicable,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,87,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,89,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,5,,Not Applicable,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,79,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,5,,Not Applicable,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""Always"" well controlled",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_4_STAR_RATING,Pain management - star rating,Pain management - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,78,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,5,,Not Applicable,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,90,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,64,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,5,,Not Applicable,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,74,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,4,,Not Applicable,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,65,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3,,Not Applicable,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,76,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,4,,Not Applicable,,1118,,44%,,7/1/2016,6/30/2017
29001F,"99TH MEDICAL GROUP, O'CALLAGHAN HOSPITAL, NELLIS",4700 NORTH LAS VEGAS BOULEVARD,NELLIS AIR FORCE BASE,NV,89191,CLARK,(702) 653-2269,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,1118,,44%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,85,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,5,,Not Applicable,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,89,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,5,,Not Applicable,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,91,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,5,,Not Applicable,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,87,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,5,,Not Applicable,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""Always"" well controlled",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_4_STAR_RATING,Pain management - star rating,Pain management - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,83,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,5,,Not Applicable,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,4,,Not Applicable,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,95,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,62,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,5,,Not Applicable,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,68,,201,,27%,,7/1/2016,6/30/2017
33025F,"KELLER ARMY COMMUNITY HOSPITAL, WEST POINT",900 WASHINGTON ROAD,WEST POINT,NY,10996,ORANGE,(845) 938-4034,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,4,,Not Applicable,,201,,27%,,7/1/2016,6/30/2017
